DATA_BASE;FAIXA_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202309;2;AC;49906;BB;143;1424098,33
202309;2;AC;10045;BRADESCO;16;110040,84
202309;2;AC;49944;BTG PACTUAL;7;37788,79
202309;2;AC;51626;CAIXA ECONÔMICA FEDERAL;83;248219,50
202309;2;AC;51884;INTER;5;16763,18
202309;2;AC;10069;ITAU;157;340491,06
202309;2;AC;30379;SANTANDER;236;1032532,84
202309;2;AC;51011;VOTORANTIM;18;66783,25
202309;2;AL;49906;BB;367;1916288,23
202309;2;AL;13009717;BCO DO EST. DE SE S.A.;1;3362,67
202309;2;AL;10045;BRADESCO;107;521773,67
202309;2;AL;49944;BTG PACTUAL;21;132834,28
202309;2;AL;51626;CAIXA ECONÔMICA FEDERAL;311;692604,38
202309;2;AL;51884;INTER;35;134482,05
202309;2;AL;10069;ITAU;1372;3003977,03
202309;2;AL;30379;SANTANDER;1279;4911064,85
202309;2;AL;51011;VOTORANTIM;45;144950,95
202309;2;AM;49906;BB;312;2518840,90
202309;2;AM;10045;BRADESCO;374;2503918,16
202309;2;AM;49944;BTG PACTUAL;22;154937,73
202309;2;AM;51626;CAIXA ECONÔMICA FEDERAL;227;447596,42
202309;2;AM;51884;INTER;25;89143,16
202309;2;AM;10069;ITAU;1322;3177259,71
202309;2;AM;30379;SANTANDER;2063;8737605,61
202309;2;AM;51011;VOTORANTIM;61;594277,10
202309;2;AP;49906;BB;227;2082899,12
202309;2;AP;10045;BRADESCO;19;188133,01
202309;2;AP;49944;BTG PACTUAL;6;34749,99
202309;2;AP;51626;CAIXA ECONÔMICA FEDERAL;67;164722,90
202309;2;AP;51884;INTER;13;47295,97
202309;2;AP;10069;ITAU;199;473020,22
202309;2;AP;30379;SANTANDER;423;1518272,74
202309;2;AP;51011;VOTORANTIM;11;59548,56
202309;2;BA;49906;BB;1572;11522375,59
202309;2;BA;10045;BRADESCO;699;3768962,90
202309;2;BA;49944;BTG PACTUAL;77;360026,92
202309;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1214;2093316,70
202309;2;BA;51884;INTER;130;573010,36
202309;2;BA;10069;ITAU;6907;15270993,15
202309;2;BA;30379;SANTANDER;8280;29778593,16
202309;2;BA;51011;VOTORANTIM;194;1284936,48
202309;2;CE;49906;BB;978;7006475,07
202309;2;CE;10045;BRADESCO;426;2947977,27
202309;2;CE;49944;BTG PACTUAL;41;175565,65
202309;2;CE;51626;CAIXA ECONÔMICA FEDERAL;711;1291551,29
202309;2;CE;51884;INTER;72;356115,32
202309;2;CE;10069;ITAU;3990;8905986,24
202309;2;CE;30379;SANTANDER;4268;17001608,86
202309;2;CE;51011;VOTORANTIM;158;787263,53
202309;2;DF;49906;BB;403;4359407,21
202309;2;DF;10045;BRADESCO;168;940239,51
202309;2;DF;49944;BTG PACTUAL;32;184692,63
202309;2;DF;51626;CAIXA ECONÔMICA FEDERAL;446;1044689,77
202309;2;DF;51884;INTER;57;347322,07
202309;2;DF;10069;ITAU;2278;6237866,42
202309;2;DF;30379;SANTANDER;2543;14573109,80
202309;2;DF;51011;VOTORANTIM;79;464934,55
202309;2;ES;49906;BB;291;1998042,34
202309;2;ES;10045;BRADESCO;151;1077820,43
202309;2;ES;49944;BTG PACTUAL;15;42593,50
202309;2;ES;51626;CAIXA ECONÔMICA FEDERAL;364;706189,33
202309;2;ES;51884;INTER;55;235566,92
202309;2;ES;10069;ITAU;1492;3520819,69
202309;2;ES;30379;SANTANDER;2036;8860986,26
202309;2;ES;51011;VOTORANTIM;92;529053,87
202309;2;GO;49906;BB;636;4470748,17
202309;2;GO;10045;BRADESCO;322;2088812,10
202309;2;GO;49944;BTG PACTUAL;43;269012,81
202309;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1041;2090371,86
202309;2;GO;51884;INTER;70;333725,80
202309;2;GO;10069;ITAU;3882;9487362,73
202309;2;GO;30379;SANTANDER;3623;15216058,15
202309;2;GO;51011;VOTORANTIM;161;1095418,82
202309;2;MA;49906;BB;1094;7625254,92
202309;2;MA;10045;BRADESCO;242;1145113,44
202309;2;MA;49944;BTG PACTUAL;26;217307,68
202309;2;MA;51626;CAIXA ECONÔMICA FEDERAL;343;555658,80
202309;2;MA;51884;INTER;26;118992,10
202309;2;MA;10069;ITAU;1437;3121376,56
202309;2;MA;30379;SANTANDER;1952;7407131,81
202309;2;MA;51011;VOTORANTIM;78;665970,06
202309;2;MG;49906;BB;1792;15884865,76
202309;2;MG;10045;BRADESCO;786;4471200,99
202309;2;MG;49944;BTG PACTUAL;108;701494,14
202309;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1910;3220142,62
202309;2;MG;51884;INTER;350;1425463,38
202309;2;MG;10069;ITAU;10978;25543159,76
202309;2;MG;30379;SANTANDER;11040;47058183,60
202309;2;MG;51011;VOTORANTIM;548;2946345,20
202309;2;MS;49906;BB;482;3683571,62
202309;2;MS;10045;BRADESCO;250;1914952,23
202309;2;MS;49944;BTG PACTUAL;16;105489,09
202309;2;MS;51626;CAIXA ECONÔMICA FEDERAL;304;537471,76
202309;2;MS;51884;INTER;23;153773,16
202309;2;MS;10069;ITAU;987;2465618,38
202309;2;MS;30379;SANTANDER;1777;8249747,67
202309;2;MS;51011;VOTORANTIM;150;1065045,73
202309;2;MT;49906;BB;526;4218724,87
202309;2;MT;10045;BRADESCO;197;1444351,38
202309;2;MT;49944;BTG PACTUAL;16;150234,67
202309;2;MT;51626;CAIXA ECONÔMICA FEDERAL;313;583544,50
202309;2;MT;51884;INTER;37;221922,52
202309;2;MT;10069;ITAU;1075;2633420,80
202309;2;MT;30379;SANTANDER;1522;8281226,02
202309;2;MT;51011;VOTORANTIM;117;841051,37
202309;2;PA;49906;BB;866;5919231,98
202309;2;PA;10045;BRADESCO;355;2280318,37
202309;2;PA;49944;BTG PACTUAL;39;332190,57
202309;2;PA;51626;CAIXA ECONÔMICA FEDERAL;544;880264,05
202309;2;PA;51884;INTER;54;176749,20
202309;2;PA;10069;ITAU;2261;4999358,38
202309;2;PA;30379;SANTANDER;2951;11052988,22
202309;2;PA;51011;VOTORANTIM;106;974073,60
202309;2;PB;49906;BB;492;3096466,47
202309;2;PB;10045;BRADESCO;186;937966,80
202309;2;PB;49944;BTG PACTUAL;28;64743,26
202309;2;PB;51626;CAIXA ECONÔMICA FEDERAL;312;575746,98
202309;2;PB;51884;INTER;31;95953,25
202309;2;PB;10069;ITAU;2094;5173944,10
202309;2;PB;30379;SANTANDER;1998;7947312,10
202309;2;PB;51011;VOTORANTIM;94;525307,58
202309;2;PE;49906;BB;792;4882662,51
202309;2;PE;10045;BRADESCO;483;3362918,52
202309;2;PE;49944;BTG PACTUAL;64;259596,45
202309;2;PE;51626;CAIXA ECONÔMICA FEDERAL;622;930801,91
202309;2;PE;51884;INTER;79;357324,03
202309;2;PE;10069;ITAU;5335;12197430,52
202309;2;PE;30379;SANTANDER;5664;23381243,53
202309;2;PE;51011;VOTORANTIM;133;744659,89
202309;2;PI;49906;BB;634;4163726,80
202309;2;PI;10045;BRADESCO;97;438800,53
202309;2;PI;49944;BTG PACTUAL;24;58431,75
202309;2;PI;51626;CAIXA ECONÔMICA FEDERAL;355;679626,70
202309;2;PI;51884;INTER;27;126897,14
202309;2;PI;10069;ITAU;1028;2029114,78
202309;2;PI;30379;SANTANDER;1100;4208243,55
202309;2;PI;51011;VOTORANTIM;53;353960,86
202309;2;PR;49906;BB;733;5175316,35
202309;2;PR;10045;BRADESCO;609;3668078,47
202309;2;PR;49944;BTG PACTUAL;78;660705,09
202309;2;PR;51626;CAIXA ECONÔMICA FEDERAL;1791;3976471,94
202309;2;PR;51884;INTER;102;471647,71
202309;2;PR;10069;ITAU;6767;18034898,65
202309;2;PR;30379;SANTANDER;6736;30154727,30
202309;2;PR;51011;VOTORANTIM;474;3111766,64
202309;2;RJ;49906;BB;1010;7942223,34
202309;2;RJ;13009717;BCO DO EST. DE SE S.A.;1;6162,61
202309;2;RJ;10045;BRADESCO;1409;9513899,19
202309;2;RJ;49944;BTG PACTUAL;145;868169,08
202309;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;1453;2633486,86
202309;2;RJ;51884;INTER;160;843121,89
202309;2;RJ;10069;ITAU;18252;43086202,38
202309;2;RJ;30379;SANTANDER;19823;89498767,25
202309;2;RJ;51011;VOTORANTIM;522;3462124,68
202309;2;RN;49906;BB;608;4706462,62
202309;2;RN;10045;BRADESCO;114;592181,29
202309;2;RN;49944;BTG PACTUAL;15;62830,54
202309;2;RN;51626;CAIXA ECONÔMICA FEDERAL;292;641001,93
202309;2;RN;51884;INTER;42;151154,85
202309;2;RN;10069;ITAU;1752;3866424,22
202309;2;RN;30379;SANTANDER;1758;7084881,63
202309;2;RN;51011;VOTORANTIM;90;455297,63
202309;2;RO;49906;BB;253;3025382,33
202309;2;RO;10045;BRADESCO;55;301901,31
202309;2;RO;49944;BTG PACTUAL;10;28704,45
202309;2;RO;51626;CAIXA ECONÔMICA FEDERAL;188;354552,73
202309;2;RO;51884;INTER;15;81535,61
202309;2;RO;10069;ITAU;331;839015,82
202309;2;RO;30379;SANTANDER;554;2916283,12
202309;2;RO;51011;VOTORANTIM;41;361546,55
202309;2;RR;49906;BB;138;1150507,52
202309;2;RR;10045;BRADESCO;16;129443,30
202309;2;RR;49944;BTG PACTUAL;4;13661,74
202309;2;RR;51626;CAIXA ECONÔMICA FEDERAL;56;147379,20
202309;2;RR;51884;INTER;5;44723,51
202309;2;RR;10069;ITAU;221;444655,27
202309;2;RR;30379;SANTANDER;317;852332,34
202309;2;RR;51011;VOTORANTIM;12;102659,76
202309;2;RS;49906;BB;693;4552247,67
202309;2;RS;10045;BRADESCO;279;1738203,25
202309;2;RS;49944;BTG PACTUAL;77;491221,41
202309;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1751;3881183,29
202309;2;RS;51884;INTER;69;334068,54
202309;2;RS;10069;ITAU;4513;10058630,86
202309;2;RS;30379;SANTANDER;6277;25435606,26
202309;2;RS;51011;VOTORANTIM;313;1915706,85
202309;2;SC;49906;BB;679;5431078,12
202309;2;SC;10045;BRADESCO;286;2209544,79
202309;2;SC;49944;BTG PACTUAL;50;525259,82
202309;2;SC;51626;CAIXA ECONÔMICA FEDERAL;1094;2555738,28
202309;2;SC;51884;INTER;51;197406,24
202309;2;SC;10069;ITAU;3039;7892524,93
202309;2;SC;30379;SANTANDER;3282;14939143,04
202309;2;SC;51011;VOTORANTIM;347;2616933,79
202309;2;SE;49906;BB;241;1434994,89
202309;2;SE;13009717;BCO DO EST. DE SE S.A.;105;583638,90
202309;2;SE;10045;BRADESCO;59;223227,05
202309;2;SE;49944;BTG PACTUAL;9;34133,79
202309;2;SE;51626;CAIXA ECONÔMICA FEDERAL;218;302487,79
202309;2;SE;51884;INTER;11;80264,52
202309;2;SE;10069;ITAU;883;1904542,83
202309;2;SE;30379;SANTANDER;903;3439947,01
202309;2;SE;51011;VOTORANTIM;40;137129,14
202309;2;SP;49906;BB;3410;24740073,72
202309;2;SP;13009717;BCO DO EST. DE SE S.A.;1;4595,82
202309;2;SP;10045;BRADESCO;4194;25452736,04
202309;2;SP;49944;BTG PACTUAL;486;3276763,04
202309;2;SP;51626;CAIXA ECONÔMICA FEDERAL;4434;8258245,79
202309;2;SP;51884;INTER;581;2896151,07
202309;2;SP;10069;ITAU;41848;107649705,48
202309;2;SP;30379;SANTANDER;46498;214359483,44
202309;2;SP;51011;VOTORANTIM;2164;12495587,50
202309;2;TO;49906;BB;265;2096178,22
202309;2;TO;10045;BRADESCO;77;670012,62
202309;2;TO;49944;BTG PACTUAL;6;36191,19
202309;2;TO;51626;CAIXA ECONÔMICA FEDERAL;141;298186,21
202309;2;TO;51884;INTER;13;70217,39
202309;2;TO;10069;ITAU;264;492096,76
202309;2;TO;30379;SANTANDER;406;1538327,75
202309;2;TO;51011;VOTORANTIM;33;185810,92
202310;1;AC;51750;BANCO SICOOB;1;434,02
202310;1;AC;49906;BB;57;34514,41
202310;1;AC;30290;BMG;40;30852,30
202310;1;AC;10045;BRADESCO;26;14702,78
202310;1;AC;49944;BTG PACTUAL;69;53435,04
202310;1;AC;52072;C6 BANK;7;3372,69
202310;1;AC;51626;CAIXA ECONÔMICA FEDERAL;56;41660,44
202310;1;AC;51884;INTER;176;129579,40
202310;1;AC;10069;ITAU;20;15973,77
202310;1;AC;52058;NUBANK;384;239726,97
202310;1;AC;30379;SANTANDER;43;27466,35
202310;1;AC;3632872;SICOOB CREDISUL;2;3118,90
202310;1;AC;51011;VOTORANTIM;3;2978,62
202310;1;AL;51750;BANCO SICOOB;2;2103,80
202310;1;AL;49906;BB;116;65524,03
202310;1;AL;30290;BMG;169;140563,32
202310;1;AL;10045;BRADESCO;126;92693,44
202310;1;AL;49944;BTG PACTUAL;309;230799,82
202310;1;AL;52072;C6 BANK;34;16873,25
202310;1;AL;51626;CAIXA ECONÔMICA FEDERAL;191;112055,16
202310;1;AL;51884;INTER;739;549257,30
202310;1;AL;10069;ITAU;160;110560,78
202310;1;AL;52058;NUBANK;971;602407,45
202310;1;AL;30379;SANTANDER;117;83841,94
202310;1;AL;51011;VOTORANTIM;11;11360,30
202310;1;AM;51750;BANCO SICOOB;1;410,28
202310;1;AM;49906;BB;75;39266,70
202310;1;AM;30290;BMG;210;208337,48
202310;1;AM;10045;BRADESCO;420;310221,68
202310;1;AM;49944;BTG PACTUAL;445;343366,24
202310;1;AM;52072;C6 BANK;48;39137,48
202310;1;AM;51626;CAIXA ECONÔMICA FEDERAL;217;164230,56
202310;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1229,59
202310;1;AM;51884;INTER;968;780663,22
202310;1;AM;10069;ITAU;274;209567,97
202310;1;AM;52058;NUBANK;1681;1149367,90
202310;1;AM;30379;SANTANDER;261;174098,41
202310;1;AM;5203605;SICOOB AMAZÔNIA;1;242,13
202310;1;AM;51011;VOTORANTIM;13;6583,06
202310;1;AP;49906;BB;39;19722,71
202310;1;AP;30290;BMG;31;27196,31
202310;1;AP;10045;BRADESCO;27;20654,88
202310;1;AP;49944;BTG PACTUAL;63;50640,21
202310;1;AP;52072;C6 BANK;15;7823,60
202310;1;AP;51626;CAIXA ECONÔMICA FEDERAL;22;12831,85
202310;1;AP;51884;INTER;125;83745,28
202310;1;AP;10069;ITAU;31;18940,05
202310;1;AP;52058;NUBANK;261;146181,62
202310;1;AP;30379;SANTANDER;30;16251,32
202310;1;AP;51011;VOTORANTIM;1;1058,74
202310;1;BA;51750;BANCO SICOOB;5;2924,84
202310;1;BA;49906;BB;524;293324,84
202310;1;BA;30290;BMG;701;566027,69
202310;1;BA;10045;BRADESCO;950;612161,25
202310;1;BA;49944;BTG PACTUAL;1424;1093928,72
202310;1;BA;52072;C6 BANK;202;119601,24
202310;1;BA;51626;CAIXA ECONÔMICA FEDERAL;679;460542,20
202310;1;BA;4174720;CC SICOOB COOPEMAR;2;465,87
202310;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;496,42
202310;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;973,13
202310;1;BA;2876918;CC SICOOB NORTE SUL;2;1241,14
202310;1;BA;51884;INTER;2910;2111811,41
202310;1;BA;10069;ITAU;737;558122,58
202310;1;BA;52058;NUBANK;4359;2727490,41
202310;1;BA;30379;SANTANDER;710;500894,94
202310;1;BA;73398646;SOC CC SICOOB COOPERE;4;3408,89
202310;1;BA;51011;VOTORANTIM;48;43886,56
202310;1;CE;51750;BANCO SICOOB;1;346,99
202310;1;CE;49906;BB;442;274443,87
202310;1;CE;30290;BMG;642;543873,55
202310;1;CE;10045;BRADESCO;934;671694,37
202310;1;CE;49944;BTG PACTUAL;1252;992967,20
202310;1;CE;52072;C6 BANK;157;96962,03
202310;1;CE;51626;CAIXA ECONÔMICA FEDERAL;624;428921,44
202310;1;CE;51884;INTER;2842;2122603,63
202310;1;CE;10069;ITAU;534;405617,72
202310;1;CE;52058;NUBANK;4234;2794629,40
202310;1;CE;30379;SANTANDER;650;493185,01
202310;1;CE;51011;VOTORANTIM;50;42457,96
202310;1;DF;51750;BANCO SICOOB;11;5336,08
202310;1;DF;49906;BB;196;107472,94
202310;1;DF;30290;BMG;273;222291,07
202310;1;DF;10045;BRADESCO;147;96356,28
202310;1;DF;49944;BTG PACTUAL;474;364961,02
202310;1;DF;52072;C6 BANK;92;61287,78
202310;1;DF;51626;CAIXA ECONÔMICA FEDERAL;174;114496,15
202310;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;193,48
202310;1;DF;51884;INTER;1212;904021,32
202310;1;DF;10069;ITAU;261;199200,48
202310;1;DF;52058;NUBANK;1661;1068482,46
202310;1;DF;30379;SANTANDER;254;180087,47
202310;1;DF;51011;VOTORANTIM;8;9272,46
202310;1;ES;51750;BANCO SICOOB;24;23904,20
202310;1;ES;49906;BB;87;55961,51
202310;1;ES;30290;BMG;200;171018,64
202310;1;ES;10045;BRADESCO;136;94605,09
202310;1;ES;49944;BTG PACTUAL;356;277896,57
202310;1;ES;52072;C6 BANK;39;22150,92
202310;1;ES;51626;CAIXA ECONÔMICA FEDERAL;209;132708,71
202310;1;ES;51884;INTER;898;643128,38
202310;1;ES;10069;ITAU;215;157589,16
202310;1;ES;52058;NUBANK;1173;732952,68
202310;1;ES;30379;SANTANDER;234;185754,70
202310;1;ES;51011;VOTORANTIM;13;12074,08
202310;1;GO;51750;BANCO SICOOB;10;8290,70
202310;1;GO;49906;BB;137;76979,59
202310;1;GO;30290;BMG;317;263026,07
202310;1;GO;10045;BRADESCO;245;156808,22
202310;1;GO;49944;BTG PACTUAL;657;536372,65
202310;1;GO;52072;C6 BANK;91;60249,59
202310;1;GO;51626;CAIXA ECONÔMICA FEDERAL;296;172956,06
202310;1;GO;33579731;CCLA CENTRO-SUL GOIANO;2;1542,89
202310;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;610,26
202310;1;GO;51884;INTER;1311;1012795,34
202310;1;GO;10069;ITAU;414;296666,14
202310;1;GO;52058;NUBANK;1948;1196573,49
202310;1;GO;30379;SANTANDER;283;194518,61
202310;1;GO;51011;VOTORANTIM;16;13985,76
202310;1;MA;51750;BANCO SICOOB;1;747,92
202310;1;MA;49906;BB;287;143840,66
202310;1;MA;30290;BMG;216;174564,78
202310;1;MA;10045;BRADESCO;257;157332,66
202310;1;MA;49944;BTG PACTUAL;341;253819,16
202310;1;MA;52072;C6 BANK;54;32466,93
202310;1;MA;51626;CAIXA ECONÔMICA FEDERAL;215;144696,69
202310;1;MA;51884;INTER;876;635157,22
202310;1;MA;10069;ITAU;171;112076,38
202310;1;MA;52058;NUBANK;1631;979994,22
202310;1;MA;30379;SANTANDER;191;130741,19
202310;1;MA;51011;VOTORANTIM;10;8702,13
202310;1;MG;51750;BANCO SICOOB;55;48582,41
202310;1;MG;49906;BB;472;263021,24
202310;1;MG;30290;BMG;1609;1352318,85
202310;1;MG;10045;BRADESCO;855;588492,07
202310;1;MG;49944;BTG PACTUAL;1733;1375667,91
202310;1;MG;52072;C6 BANK;283;203153,68
202310;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1055;685258,44
202310;1;MG;66398496;CC CREDIARA LTDA.;1;655,76
202310;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;235,04
202310;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;3;3120,36
202310;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;3108,08
202310;1;MG;51884;INTER;6423;4718041,42
202310;1;MG;10069;ITAU;1382;965705,54
202310;1;MG;52058;NUBANK;5313;3502104,73
202310;1;MG;30379;SANTANDER;963;657981,37
202310;1;MG;51011;VOTORANTIM;56;38894,64
202310;1;MS;51750;BANCO SICOOB;10;6140,77
202310;1;MS;49906;BB;158;99154,53
202310;1;MS;30290;BMG;262;232458,77
202310;1;MS;10045;BRADESCO;349;262704,90
202310;1;MS;49944;BTG PACTUAL;490;407248,93
202310;1;MS;52072;C6 BANK;74;53336,66
202310;1;MS;51626;CAIXA ECONÔMICA FEDERAL;274;196681,94
202310;1;MS;51884;INTER;847;641565,80
202310;1;MS;10069;ITAU;174;122312,44
202310;1;MS;52058;NUBANK;1639;1133292,86
202310;1;MS;30379;SANTANDER;246;179679,89
202310;1;MS;51011;VOTORANTIM;21;18831,57
202310;1;MT;51750;BANCO SICOOB;7;10206,52
202310;1;MT;49906;BB;143;98557,58
202310;1;MT;30290;BMG;179;143329,33
202310;1;MT;10045;BRADESCO;173;143154,91
202310;1;MT;49944;BTG PACTUAL;370;322688,95
202310;1;MT;52072;C6 BANK;60;48339,07
202310;1;MT;51626;CAIXA ECONÔMICA FEDERAL;114;98969,08
202310;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;3312,34
202310;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;2;2962,93
202310;1;MT;51884;INTER;624;532039,77
202310;1;MT;10069;ITAU;138;104329,61
202310;1;MT;52058;NUBANK;1108;797273,02
202310;1;MT;30379;SANTANDER;128;99752,22
202310;1;MT;3632872;SICOOB CREDISUL;2;1369,02
202310;1;MT;51011;VOTORANTIM;28;25947,39
202310;1;PA;51750;BANCO SICOOB;2;4210,09
202310;1;PA;49906;BB;220;109751,36
202310;1;PA;30290;BMG;292;224379,91
202310;1;PA;10045;BRADESCO;328;220926,53
202310;1;PA;49944;BTG PACTUAL;615;439348,87
202310;1;PA;52072;C6 BANK;76;48349,86
202310;1;PA;51626;CAIXA ECONÔMICA FEDERAL;279;157706,06
202310;1;PA;51884;INTER;1473;1025742,23
202310;1;PA;10069;ITAU;307;222161,20
202310;1;PA;52058;NUBANK;2406;1428019,52
202310;1;PA;30379;SANTANDER;327;203939,86
202310;1;PA;51011;VOTORANTIM;29;20469,76
202310;1;PB;49906;BB;170;96455,15
202310;1;PB;30290;BMG;267;226089,84
202310;1;PB;10045;BRADESCO;317;217434,01
202310;1;PB;49944;BTG PACTUAL;463;356700,35
202310;1;PB;52072;C6 BANK;39;30827,84
202310;1;PB;51626;CAIXA ECONÔMICA FEDERAL;248;160135,33
202310;1;PB;51884;INTER;953;751048,59
202310;1;PB;10069;ITAU;169;122026,38
202310;1;PB;52058;NUBANK;1421;922486,58
202310;1;PB;30379;SANTANDER;179;134004,36
202310;1;PB;51011;VOTORANTIM;14;8396,47
202310;1;PE;51750;BANCO SICOOB;4;4430,54
202310;1;PE;49906;BB;335;203391,46
202310;1;PE;30290;BMG;559;451672,92
202310;1;PE;10045;BRADESCO;655;447731,98
202310;1;PE;49944;BTG PACTUAL;922;682144,11
202310;1;PE;52072;C6 BANK;128;83807,44
202310;1;PE;51626;CAIXA ECONÔMICA FEDERAL;563;375592,80
202310;1;PE;4174720;CC SICOOB COOPEMAR;1;2256,10
202310;1;PE;51884;INTER;2121;1507806,87
202310;1;PE;10069;ITAU;611;435366,84
202310;1;PE;52058;NUBANK;3096;2028381,45
202310;1;PE;30379;SANTANDER;588;392899,88
202310;1;PE;51011;VOTORANTIM;27;23210,51
202310;1;PI;51750;BANCO SICOOB;3;2290,40
202310;1;PI;49906;BB;248;160598,54
202310;1;PI;30290;BMG;190;154208,03
202310;1;PI;10045;BRADESCO;169;136590,17
202310;1;PI;49944;BTG PACTUAL;346;276249,81
202310;1;PI;52072;C6 BANK;51;38150,43
202310;1;PI;51626;CAIXA ECONÔMICA FEDERAL;204;174303,70
202310;1;PI;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;1039,09
202310;1;PI;51884;INTER;750;623089,56
202310;1;PI;10069;ITAU;118;82654,48
202310;1;PI;52058;NUBANK;1371;1020542,28
202310;1;PI;30379;SANTANDER;129;102794,86
202310;1;PI;51011;VOTORANTIM;12;6817,17
202310;1;PR;51750;BANCO SICOOB;26;15825,15
202310;1;PR;49906;BB;201;122215,38
202310;1;PR;30290;BMG;500;409648,15
202310;1;PR;10045;BRADESCO;484;308283,05
202310;1;PR;49944;BTG PACTUAL;1028;801813,34
202310;1;PR;52072;C6 BANK;217;129649,73
202310;1;PR;51626;CAIXA ECONÔMICA FEDERAL;447;291812,00
202310;1;PR;2466552;CC SICOOB VALE SUL;5;5849,06
202310;1;PR;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;514,63
202310;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;880,99
202310;1;PR;78862083;COOP NOVOS CAMPOS;1;1011,52
202310;1;PR;51884;INTER;1827;1395350,47
202310;1;PR;10069;ITAU;744;517907,37
202310;1;PR;52058;NUBANK;3052;1979606,87
202310;1;PR;30379;SANTANDER;464;301842,03
202310;1;PR;3632872;SICOOB CREDISUL;1;384,35
202310;1;PR;51011;VOTORANTIM;23;20582,66
202310;1;RJ;51750;BANCO SICOOB;16;12502,81
202310;1;RJ;49906;BB;476;259331,40
202310;1;RJ;30290;BMG;1292;998443,58
202310;1;RJ;10045;BRADESCO;1727;1128758,89
202310;1;RJ;49944;BTG PACTUAL;2579;1934388,62
202310;1;RJ;52072;C6 BANK;587;380828,35
202310;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1281;815151,77
202310;1;RJ;51884;INTER;5403;3877004,64
202310;1;RJ;10069;ITAU;3231;2110834,57
202310;1;RJ;52058;NUBANK;9200;5540807,55
202310;1;RJ;30379;SANTANDER;2195;1430084,85
202310;1;RJ;51011;VOTORANTIM;79;60871,25
202310;1;RN;51750;BANCO SICOOB;1;532,19
202310;1;RN;49906;BB;207;120372,91
202310;1;RN;30290;BMG;210;177329,44
202310;1;RN;10045;BRADESCO;197;137477,08
202310;1;RN;49944;BTG PACTUAL;402;284968,24
202310;1;RN;52072;C6 BANK;58;38733,98
202310;1;RN;51626;CAIXA ECONÔMICA FEDERAL;179;125267,48
202310;1;RN;51884;INTER;844;635224,09
202310;1;RN;10069;ITAU;148;107399,69
202310;1;RN;52058;NUBANK;1217;810137,16
202310;1;RN;30379;SANTANDER;153;107568,55
202310;1;RN;51011;VOTORANTIM;17;14763,67
202310;1;RO;51750;BANCO SICOOB;5;5749,39
202310;1;RO;49906;BB;100;61486,52
202310;1;RO;30290;BMG;99;87805,20
202310;1;RO;10045;BRADESCO;115;89954,78
202310;1;RO;49944;BTG PACTUAL;221;203239,85
202310;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;9;8377,64
202310;1;RO;52072;C6 BANK;27;13775,46
202310;1;RO;51626;CAIXA ECONÔMICA FEDERAL;97;67729,24
202310;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;278,39
202310;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;38;49922,98
202310;1;RO;51884;INTER;405;352160,65
202310;1;RO;10069;ITAU;83;61024,94
202310;1;RO;52058;NUBANK;940;682559,45
202310;1;RO;30379;SANTANDER;104;82698,34
202310;1;RO;5203605;SICOOB AMAZÔNIA;1;603,07
202310;1;RO;3632872;SICOOB CREDISUL;10;9202,29
202310;1;RO;51011;VOTORANTIM;10;9579,78
202310;1;RR;49906;BB;28;13046,63
202310;1;RR;30290;BMG;23;14633,56
202310;1;RR;10045;BRADESCO;9;5532,66
202310;1;RR;49944;BTG PACTUAL;47;32330,80
202310;1;RR;52072;C6 BANK;6;4733,50
202310;1;RR;51626;CAIXA ECONÔMICA FEDERAL;24;16512,55
202310;1;RR;51884;INTER;99;71345,21
202310;1;RR;10069;ITAU;25;19242,79
202310;1;RR;52058;NUBANK;170;117631,34
202310;1;RR;30379;SANTANDER;30;18452,78
202310;1;RS;51750;BANCO SICOOB;7;6546,98
